,path,source,actor,gender,intensity,statement,repitition,emotion,chroma_stft,rmse,spectral_centroid,spectral_bw,rolloff,zc_rate,mfcc
37,Speech data/Actor_01/03-01-06-01-01-02-01.wav,03,01,male,normal,0,1,06,0.47482821345329285,0.0056859091855585575,2771.713618074033,2522.4569914611466,5581.419965416003,0.3680800905652866,-58.53044509887695
38,Speech data/Actor_01/03-01-06-01-02-01-01.wav,03,01,male,normal,1,0,06,0.5473226308822632,0.00495122792199254,2570.078798075666,2559.224218163455,5285.678776478608,0.28668991191275167,-53.65778732299805
39,Speech data/Actor_01/03-01-06-01-02-02-01.wav,03,01,male,normal,1,1,06,0.5356442928314209,0.004570405464619398,2943.431769384869,2471.5500271698884,5551.5289306640625,0.3080718994140625,-57.03779983520508
40,Speech data/Actor_01/03-01-06-02-01-01-01.wav,03,01,male,strong,0,0,06,0.44229361414909363,0.016433723270893097,2852.4207827952264,2516.3283158627455,5522.768147786458,0.17529748987268517,-42.0811882019043
41,Speech data/Actor_01/03-01-06-02-01-02-01.wav,03,01,male,strong,0,1,06,0.389398455619812,0.02250351384282112,2675.936445831918,2493.304934000414,5379.7119140625,0.16012156335382513,-43.115272521972656
42,Speech data/Actor_01/03-01-06-02-02-01-01.wav,03,01,male,strong,1,0,06,0.41341882944107056,0.03676135092973709,2953.721287899588,2572.0910622039605,5667.426388762718,0.17823685047238372,-40.891883850097656
43,Speech data/Actor_01/03-01-06-02-02-02-01.wav,03,01,male,strong,1,1,06,0.4023771286010742,0.024843554943799973,2602.170549364314,2376.810430664571,5054.569041235207,0.17159185465976332,-45.27064895629883
44,Speech data/Actor_01/03-01-07-01-01-01-01.wav,03,01,male,normal,0,0,07,0.48300689458847046,0.0026056969072669744,2819.654508725964,2405.456113937316,5319.797173231662,0.24820768619011976,-60.40924072265625
45,Speech data/Actor_01/03-01-07-01-01-02-01.wav,03,01,male,normal,0,1,07,0.5080092549324036,0.0030043378937989473,3235.0924689110648,2658.0425020465477,6163.1467559633875,0.2886002218934911,-59.995567321777344
46,Speech data/Actor_01/03-01-07-01-02-01-01.wav,03,01,male,normal,1,0,07,0.520343542098999,0.002800562186166644,2933.6668570735387,2385.3822688793903,5336.284497503698,0.2807935003698225,-60.35546112060547
47,Speech data/Actor_01/03-01-07-01-02-02-01.wav,03,01,male,normal,1,1,07,0.5629473328590393,0.0028742302674800158,3376.839619459067,2484.422902201407,5975.074712914156,0.3343344079442771,-62.555702209472656
48,Speech data/Actor_01/03-01-07-02-01-01-01.wav,03,01,male,strong,0,0,07,0.44323062896728516,0.011292203329503536,2921.5980785511433,2509.650929210836,5524.482185609879,0.23223548807123656,-51.951377868652344
49,Speech data/Actor_01/03-01-07-02-01-02-01.wav,03,01,male,strong,0,1,07,0.4824483096599579,0.012461565434932709,3261.5960956551135,2518.8446662231004,6017.192051774365,0.3069799390889831,-52.74249267578125
50,Speech data/Actor_01/03-01-07-02-02-01-01.wav,03,01,male,strong,1,0,07,0.4656561017036438,0.011278818361461163,3068.2611723097934,2611.0314031261864,5779.623097386853,0.26438745959051724,-51.73230743408203
51,Speech data/Actor_01/03-01-07-02-02-02-01.wav,03,01,male,strong,1,1,07,0.5053771734237671,0.01144068967550993,3118.113989034648,2579.069077634866,5827.864583333333,0.3274713748346561,-50.863372802734375
52,Speech data/Actor_01/03-01-08-01-01-01-01.wav,03,01,male,normal,0,0,08,0.5945744514465332,0.0031408783979713917,3368.4625767259986,2634.8808435413303,6227.783203125,0.2750617825255102,-62.58698272705078
53,Speech data/Actor_01/03-01-08-01-01-02-01.wav,03,01,male,normal,0,1,08,0.6082220673561096,0.0031400220468640327,3453.397101513766,2665.6682802196974,6464.160675698138,0.28340397828014185,-64.29450225830078
54,Speech data/Actor_01/03-01-08-01-02-01-01.wav,03,01,male,normal,1,0,08,0.5563652515411377,0.0033353508915752172,3236.249983115048,2560.5138822329272,6032.674632352941,0.31701580371732024,-61.46781539916992
55,Speech data/Actor_01/03-01-08-01-02-02-01.wav,03,01,male,normal,1,1,08,0.592923641204834,0.003929167054593563,3524.5457994755975,2647.952102449157,6432.624459773936,0.28432859596631205,-64.1424560546875
56,Speech data/Actor_01/03-01-08-02-01-01-01.wav,03,01,male,strong,0,0,08,0.5841661691665649,0.007137658540159464,3223.3658643059675,2569.582185079324,5978.426489093959,0.23106517407718122,-57.9459114074707
57,Speech data/Actor_01/03-01-08-02-01-02-01.wav,03,01,male,strong,0,1,08,0.5453601479530334,0.00942216720432043,3357.3865229389494,2654.153841952622,6339.570756392045,0.22087434050324675,-54.46562576293945
58,Speech data/Actor_01/03-01-08-02-02-01-01.wav,03,01,male,strong,1,0,08,0.5659955739974976,0.0069737606681883335,3480.3953567741905,2638.881851127982,6351.7958078952815,0.239759028352649,-58.09434127807617
59,Speech data/Actor_01/03-01-08-02-02-02-01.wav,03,01,male,strong,1,1,08,0.5826967358589172,0.009497418999671936,3151.123130257825,2611.8080456251105,6004.1748046875,0.3065471243351064,-56.201141357421875
60,Speech data/Actor_02/03-01-01-01-01-01-02.wav,03,02,female,normal,0,0,01,0.39155569672584534,0.0036177129950374365,2506.43181776753,2071.9990692252195,4749.23709942277,0.26299076930732485,-62.375511169433594
61,Speech data/Actor_02/03-01-01-01-01-02-02.wav,03,02,female,normal,0,1,01,0.49652209877967834,0.003527673427015543,3088.624236017606,2305.645939213012,5606.500713641827,0.28567270132211536,-62.2293586730957
62,Speech data/Actor_02/03-01-01-01-02-01-02.wav,03,02,female,normal,1,0,01,0.4957442879676819,0.005333352833986282,3245.130805248636,2445.38224728349,5922.621650929831,0.3080096098542945,-60.7128791809082
63,Speech data/Actor_02/03-01-01-01-02-02-02.wav,03,02,female,normal,1,1,01,0.4763357639312744,0.004812115803360939,3173.926817452652,2379.6197027753237,5779.801588792067,0.3081774589342949,-63.3973503112793
64,Speech data/Actor_02/03-01-02-01-01-01-02.wav,03,02,female,normal,0,0,02,0.4509970545768738,0.0033006947487592697,3119.546942759272,2474.4583504954444,5791.588473032756,0.30837902390813254,-62.523048400878906
65,Speech data/Actor_02/03-01-02-01-01-02-02.wav,03,02,female,normal,0,1,02,0.41001683473587036,0.0033940772991627455,2691.30492794961,2195.0569810422758,4977.84176865065,0.23189125722543352,-63.93718338012695
66,Speech data/Actor_02/03-01-02-01-02-01-02.wav,03,02,female,normal,1,0,02,0.3690239489078522,0.0036696905735880136,2528.6196715298447,1976.455275810378,4619.131506494729,0.21593502917921686,-64.42839813232422
67,Speech data/Actor_02/03-01-02-01-02-02-02.wav,03,02,female,normal,1,1,02,0.41323134303092957,0.0036349587608128786,3001.853450400069,2223.126770665793,5332.973178597384,0.27741755995639533,-65.21004486083984
68,Speech data/Actor_02/03-01-02-02-01-01-02.wav,03,02,female,strong,0,0,02,0.466736376285553,0.0027408981695771217,3121.7919466091776,2369.5120969873456,5609.519711286662,0.3335697451117318,-63.03792190551758
69,Speech data/Actor_02/03-01-02-02-01-02-02.wav,03,02,female,strong,0,1,02,0.35962605476379395,0.0030217948369681835,2524.1475571921906,2033.9283355115658,4614.602555899784,0.2418732040229885,-64.36791229248047
70,Speech data/Actor_02/03-01-02-02-02-01-02.wav,03,02,female,strong,1,0,02,0.38092824816703796,0.003368376987054944,2912.3169230039857,2144.6989177098117,5118.393720206568,0.3122296521892655,-65.72348022460938
71,Speech data/Actor_02/03-01-02-02-02-02-02.wav,03,02,female,strong,1,1,02,0.3529435694217682,0.003292158478870988,2465.519304748246,1988.9468176012158,4472.88425251589,0.22990046786723164,-64.55329132080078
72,Speech data/Actor_02/03-01-03-01-01-01-02.wav,03,02,female,normal,0,0,03,0.48760756850242615,0.006777355447411537,3111.928731270164,2462.5158638655735,5900.85683969351,0.3689528245192308,-59.26740646362305
73,Speech data/Actor_02/03-01-03-01-01-02-02.wav,03,02,female,normal,0,1,03,0.48031705617904663,0.006065226159989834,3276.910305798482,2428.8908595401153,6043.899078369141,0.33692626953125,-60.31549835205078
74,Speech data/Actor_02/03-01-03-01-02-01-02.wav,03,02,female,normal,1,0,03,0.3855927884578705,0.006720631383359432,2733.865927496457,2049.212524752372,5022.124233128834,0.28666303201687116,-61.73223876953125
75,Speech data/Actor_02/03-01-03-01-02-02-02.wav,03,02,female,normal,1,1,03,0.47225454449653625,0.006541451904922724,3169.5726516945397,2502.033408468034,5986.431088654891,0.3607336956521739,-59.24915313720703
76,Speech data/Actor_02/03-01-03-02-01-01-02.wav,03,02,female,strong,0,0,03,0.3770774304866791,0.01643199287354946,2606.374570424131,2107.6466114476802,4974.910125732422,0.2547821044921875,-53.67667770385742
77,Speech data/Actor_02/03-01-03-02-01-02-02.wav,03,02,female,strong,0,1,03,0.4477042555809021,0.016845012083649635,3108.1960273372565,2411.273087943849,5814.100272700472,0.27732839524371067,-53.094688415527344
78,Speech data/Actor_02/03-01-03-02-02-01-02.wav,03,02,female,strong,1,0,03,0.3992427587509155,0.011557693593204021,2991.622765808669,2409.25639896191,5641.833801269531,0.31129150390625,-56.755043029785156
79,Speech data/Actor_02/03-01-03-02-02-02-02.wav,03,02,female,strong,1,1,03,0.3554171621799469,0.01290894951671362,2583.3925537506307,2023.2567665862218,4727.6985579622005,0.2447721744011976,-57.48926544189453
80,Speech data/Actor_02/03-01-04-01-01-01-02.wav,03,02,female,normal,0,0,04,0.3239979147911072,0.0028414297848939896,2060.9850011373946,1841.9360355290582,3899.9095503106173,0.21782050075301204,-66.39710998535156
81,Speech data/Actor_02/03-01-04-01-01-02-02.wav,03,02,female,normal,0,1,04,0.3453797399997711,0.0031491173431277275,2198.1000759927283,1856.808241717511,4113.502324578221,0.23691526073619631,-64.4755859375
82,Speech data/Actor_02/03-01-04-01-02-01-02.wav,03,02,female,normal,1,0,04,0.34299659729003906,0.003274149727076292,2430.8736262601315,1983.7129975138864,4470.680833899457,0.24949655473602483,-64.98486328125
83,Speech data/Actor_02/03-01-04-01-02-02-02.wav,03,02,female,normal,1,1,04,0.3989255428314209,0.002961474470794201,2872.9853088041887,2215.8668903020416,5215.064375239647,0.2610447421395706,-66.196044921875
84,Speech data/Actor_02/03-01-04-02-01-01-02.wav,03,02,female,strong,0,0,04,0.3953971862792969,0.002692057518288493,2578.39784864414,2133.473791883707,4934.982167119565,0.2600749708850932,-66.96004486083984
85,Speech data/Actor_02/03-01-04-02-01-02-02.wav,03,02,female,strong,0,1,04,0.382556676864624,0.002444715006276965,2668.9032424656266,2054.227222542486,4839.2901648773,0.2817592503834356,-66.57426452636719
86,Speech data/Actor_02/03-01-04-02-02-01-02.wav,03,02,female,strong,1,0,04,0.4179501235485077,0.0036496545653790236,2824.4754633369857,2198.201509244413,5194.750671386719,0.25699462890625,-67.25304412841797
87,Speech data/Actor_02/03-01-04-02-02-02-02.wav,03,02,female,strong,1,1,04,0.3827764093875885,0.0031226587016135454,2590.2953257443723,1984.3803268264235,4704.19230910967,0.25043607507861637,-66.81410217285156
88,Speech data/Actor_02/03-01-05-01-01-01-02.wav,03,02,female,normal,0,0,05,0.3984309136867523,0.0068941665813326836,2496.8499156385274,2023.9483690324314,4673.043650501179,0.24468725432389937,-55.45731735229492
89,Speech data/Actor_02/03-01-05-01-01-02-02.wav,03,02,female,normal,0,1,05,0.5022816061973572,0.007395261432975531,3108.8875552422487,2514.2092420109907,5942.622346698113,0.2908835740959119,-53.12579345703125
90,Speech data/Actor_02/03-01-05-01-02-01-02.wav,03,02,female,normal,1,0,05,0.4771553874015808,0.00820647832006216,3069.396793178445,2363.509765756279,5639.849741180981,0.26332738209355827,-56.85020065307617
91,Speech data/Actor_02/03-01-05-01-02-02-02.wav,03,02,female,normal,1,1,05,0.41043972969055176,0.008000410161912441,2792.9847638876427,2157.2470791899686,5112.297541920731,0.2728241711128049,-57.747840881347656
92,Speech data/Actor_02/03-01-05-02-01-01-02.wav,03,02,female,strong,0,0,05,0.3717314600944519,0.024086903780698776,2608.58184932605,2058.963223996208,4858.922689765162,0.22192527274408283,-47.994686126708984
93,Speech data/Actor_02/03-01-05-02-01-02-02.wav,03,02,female,strong,0,1,05,0.41390615701675415,0.019265111535787582,2812.2583845570484,2145.772897676615,5173.196464053468,0.256319431900289,-49.942806243896484
94,Speech data/Actor_02/03-01-05-02-02-01-02.wav,03,02,female,strong,1,0,05,0.48650696873664856,0.045793406665325165,3330.895560386448,2492.470021833437,6138.1453497561415,0.2806149521315029,-50.00746154785156
95,Speech data/Actor_02/03-01-05-02-02-02-02.wav,03,02,female,strong,1,1,05,0.39894118905067444,0.04048427194356918,2897.345303489191,2175.214830572279,5315.402733246026,0.2769909456286127,-48.91786575317383
96,Speech data/Actor_02/03-01-06-01-01-01-02.wav,03,02,female,normal,0,0,06,0.38401979207992554,0.0074255261570215225,2855.371550223228,2214.395638277894,5176.060845441879,0.23191804339171976,-61.56196975708008
97,Speech data/Actor_02/03-01-06-01-01-02-02.wav,03,02,female,normal,0,1,06,0.3568302392959595,0.007852466776967049,2634.7362185189127,2105.3033627735294,4880.27980638587,0.23249769506987578,-61.624267578125
98,Speech data/Actor_02/03-01-06-01-02-01-02.wav,03,02,female,normal,1,0,06,0.44613948464393616,0.008539545349776745,3224.2979674986577,2360.199628652032,5753.089530512972,0.28140661851415094,-61.094024658203125
99,Speech data/Actor_02/03-01-06-01-02-02-02.wav,03,02,female,normal,1,1,06,0.39534392952919006,0.008831709623336792,3320.208886270908,2374.702079861083,5755.918817934783,0.3199697932841615,-63.117713928222656
100,Speech data/Actor_02/03-01-06-02-01-01-02.wav,03,02,female,strong,0,0,06,0.41390562057495117,0.013386028818786144,3174.123097426399,2356.7464563305725,5709.712628620427,0.2654672017911585,-59.069541931152344
101,Speech data/Actor_02/03-01-06-02-01-02-02.wav,03,02,female,strong,0,1,06,0.3943275809288025,0.017102189362049103,3210.769392313303,2366.9245592162174,5837.212473875398,0.2757140724522293,-57.107086181640625
102,Speech data/Actor_02/03-01-06-02-02-01-02.wav,03,02,female,strong,1,0,06,0.3703089952468872,0.018686164170503616,3088.3089378480377,2305.397153421186,5529.8231858473555,0.269809820713141,-56.7780876159668
103,Speech data/Actor_02/03-01-06-02-02-02-02.wav,03,02,female,strong,1,1,06,0.4174788296222687,0.015767034143209457,3401.8105559140336,2545.499149147642,6197.490516075721,0.2977889623397436,-55.2326545715332
104,Speech data/Actor_02/03-01-07-01-01-01-02.wav,03,02,female,normal,0,0,07,0.3553587794303894,0.0032604257576167583,2167.838549255405,1795.5397967472607,4101.804337411557,0.20571995381289307,-62.0498161315918
105,Speech data/Actor_02/03-01-07-01-01-02-02.wav,03,02,female,normal,0,1,07,0.3921007215976715,0.003036393551155925,2354.926146957348,1903.3035781264155,4414.2380635449845,0.21132625895700638,-62.881622314453125
106,Speech data/Actor_02/03-01-07-01-02-01-02.wav,03,02,female,normal,1,0,07,0.37192729115486145,0.004884839989244938,2431.253135583205,1866.7782403301444,4382.587071949851,0.21708925898203593,-60.610504150390625
107,Speech data/Actor_02/03-01-07-01-02-02-02.wav,03,02,female,normal,1,1,07,0.4268415868282318,0.004662933759391308,2769.373652814277,2107.4206982182977,5069.772155026355,0.24741152108433734,-63.12926483154297
108,Speech data/Actor_02/03-01-07-02-01-01-02.wav,03,02,female,strong,0,0,07,0.3796637952327728,0.005734959151595831,2402.2661282268823,1886.8413166070823,4407.690293296089,0.2244429774790503,-59.05408477783203
109,Speech data/Actor_02/03-01-07-02-01-02-02.wav,03,02,female,strong,0,1,07,0.5208625793457031,0.005995352752506733,3236.8682948629635,2441.932313732047,5890.53402692912,0.2550219317388268,-57.04314422607422
110,Speech data/Actor_02/03-01-07-02-02-01-02.wav,03,02,female,strong,1,0,07,0.43667516112327576,0.00792655348777771,2857.740764980878,2173.620776687549,5175.997025153541,0.22291873645231214,-57.206504821777344
111,Speech data/Actor_02/03-01-07-02-02-02-02.wav,03,02,female,strong,1,1,07,0.48937052488327026,0.007542037405073643,3211.0191922254817,2346.3303944272157,5755.552936422414,0.27497811153017243,-57.39348602294922
112,Speech data/Actor_02/03-01-08-01-01-01-02.wav,03,02,female,normal,0,0,08,0.4099983870983124,0.006982735358178616,2632.734698017691,2107.854500729992,4940.321978400735,0.23383565665849673,-57.4241943359375
113,Speech data/Actor_02/03-01-08-01-01-02-02.wav,03,02,female,normal,0,1,08,0.44432902336120605,0.005466129165142775,2828.805396351242,2153.4386217205,5202.942612591912,0.31746259701797386,-61.2270393371582
114,Speech data/Actor_02/03-01-08-01-02-01-02.wav,03,02,female,normal,1,0,08,0.4352995455265045,0.006683608051389456,2857.8125350023342,2147.8460704246036,5247.890061598558,0.30408027844551283,-60.71619415283203
115,Speech data/Actor_02/03-01-08-01-02-02-02.wav,03,02,female,normal,1,1,08,0.47773247957229614,0.007104767020791769,3155.736017556476,2345.9923522372615,5759.779986213235,0.30935968137254904,-60.82581329345703
116,Speech data/Actor_02/03-01-08-02-01-01-02.wav,03,02,female,strong,0,0,08,0.43504026532173157,0.008962643332779408,2935.061065641971,2237.7184390243615,5395.404848845109,0.27957286005434784,-54.79450607299805
117,Speech data/Actor_02/03-01-08-02-01-02-02.wav,03,02,female,strong,0,1,08,0.5080654621124268,0.00883213710039854,3418.790288401845,2567.999616065444,6259.622885113114,0.3077370111196319,-56.22118377685547
118,Speech data/Actor_02/03-01-08-02-02-01-02.wav,03,02,female,strong,1,0,08,0.5220866203308105,0.011925249360501766,3443.5297033272955,2564.946887696168,6308.492909307065,0.3147564052795031,-57.320228576660156
119,Speech data/Actor_02/03-01-08-02-02-02-02.wav,03,02,female,strong,1,1,08,0.43190887570381165,0.012495147064328194,3013.1443053115813,2206.173709307853,5393.542182736281,0.2975240567835366,-56.71410369873047
120,Speech data/Actor_03/03-01-01-01-01-01-03.wav,03,03,male,normal,0,0,01,0.4661973714828491,0.003993161953985691,2831.3858373499147,2314.3546140743756,5329.540032508389,0.21375576761744966,-57.842674255371094
121,Speech data/Actor_03/03-01-01-01-01-02-03.wav,03,03,male,normal,0,1,01,0.5378156304359436,0.0037459845189005136,2632.9543856635437,2641.144700936124,5604.622180256622,0.1690132191639073,-53.13916015625
122,Speech data/Actor_03/03-01-01-01-02-01-03.wav,03,03,male,normal,1,0,01,0.48624154925346375,0.004240377806127071,3104.798272765529,2467.912519353957,5809.615421926738,0.24362000724337748,-58.0838737487793
123,Speech data/Actor_03/03-01-01-01-02-02-03.wav,03,03,male,normal,1,1,01,0.4991939961910248,0.00451241247355938,3181.3703332800105,2647.884940264425,6170.33935546875,0.2934700520833333,-57.440452575683594
124,Speech data/Actor_03/03-01-02-01-01-01-03.wav,03,03,male,normal,0,0,02,0.4900364875793457,0.002764196367934346,2700.364516581922,2393.707780349823,5234.7735669239455,0.16895707831325302,-56.85316848754883
125,Speech data/Actor_03/03-01-02-01-01-02-03.wav,03,03,male,normal,0,1,02,0.40546903014183044,0.002972772577777505,2423.5514435867717,2117.887117420188,4599.679432744565,0.16798088121118013,-58.006866455078125
126,Speech data/Actor_03/03-01-02-01-02-01-03.wav,03,03,male,normal,1,0,02,0.46597689390182495,0.0029541312251240015,2927.61602779195,2445.100832537627,5375.841991010919,0.2758171357304217,-57.47772216796875
127,Speech data/Actor_03/03-01-02-01-02-02-03.wav,03,03,male,normal,1,1,02,0.4946656823158264,0.008055994287133217,2871.86401009854,2537.12993734592,5555.0656340843025,0.21969533521075582,-51.871192932128906
128,Speech data/Actor_03/03-01-02-02-01-01-03.wav,03,03,male,strong,0,0,02,0.4527803063392639,0.00455606309697032,2333.513938905255,2288.667771031913,4571.7217807112065,0.13680854885057472,-52.67252731323242
129,Speech data/Actor_03/03-01-02-02-01-02-03.wav,03,03,male,strong,0,1,02,0.4185165762901306,0.007872828282415867,2666.0251575399543,2428.8833896429387,5059.927155250727,0.1901401253633721,-50.108482360839844
